path_id,link_id,number_of_slices
8,17,20
463,0,22
463,1,22
463,7,22
463,9,22
463,19,22
463,20,22
463,21,22
64,17,16
0,17,8
2,4,10
3,5,24
3,9,24
3,14,24
3,18,24
3,20,24
4,2,8
5,5,10
5,9,10
5,13,10
5,15,10
6,18,16
10,4,16
11,5,20
11,9,20
11,14,20
11,18,20
11,20,20
12,2,14
13,5,18
13,9,18
13,13,18
13,15,18
405,5,14
405,9,14
405,13,14
405,15,14
14,18,20
16,17,18
409,5,6
409,9,6
409,13,6
409,15,6
18,4,18
19,5,6
19,9,6
19,14,6
19,18,6
19,20,6
403,5,8
403,9,8
403,13,8
403,15,8
20,2,22
21,5,20
21,9,20
21,13,20
21,15,20
413,5,10
413,9,10
413,13,10
413,15,10
22,15,4
23,2,12
23,5,12
23,9,12
23,13,12
24,16,20
481,0,6
481,1,6
481,7,6
481,9,6
481,19,6
481,20,6
481,21,6
26,18,22
27,4,8
27,5,8
27,9,8
27,14,8
27,20,8
411,0,20
411,1,20
411,7,20
411,9,20
411,19,20
411,20,20
411,21,20
28,17,20
485,4,4
485,9,4
485,18,4
485,20,4
30,4,12
431,4,12
431,5,12
431,14,12
431,18,12
32,2,10
33,5,6
33,9,6
33,13,6
33,15,6
425,5,6
425,9,6
425,13,6
425,15,6
34,15,6
35,2,6
35,5,6
35,9,6
35,13,6
419,0,24
419,1,24
419,7,24
419,9,24
419,19,24
419,20,24
419,21,24
36,16,12
429,5,6
429,9,6
429,13,6
429,15,6
38,18,16
39,4,14
39,5,14
39,9,14
39,14,14
39,20,14
439,4,12
439,5,12
439,14,12
439,18,12
40,17,16
433,5,24
433,9,24
433,13,24
433,15,24
42,4,8
43,5,14
43,9,14
43,14,14
43,18,14
43,20,14
427,0,10
427,1,10
427,7,10
427,9,10
427,19,10
427,20,10
427,21,10
44,2,4
45,5,14
45,9,14
45,13,14
45,15,14
437,5,12
437,9,12
437,13,12
437,15,12
46,15,20
47,2,24
47,5,24
47,9,24
47,13,24
48,16,16
441,5,10
441,9,10
441,13,10
441,15,10
50,18,4
51,4,4
51,5,4
51,9,4
51,14,4
51,20,4
435,0,10
435,1,10
435,7,10
435,9,10
435,19,10
435,20,10
435,21,10
52,17,10
445,0,12
445,1,12
445,4,12
445,6,12
445,12,12
445,16,12
445,17,12
445,18,12
445,19,12
445,21,12
54,4,24
55,5,10
55,9,10
55,14,10
55,18,10
55,20,10
56,2,20
57,5,16
57,9,16
57,13,16
57,15,16
58,15,16
59,2,10
59,5,10
59,9,10
59,13,10
443,0,10
443,1,10
443,7,10
443,9,10
443,19,10
443,20,10
443,21,10
60,16,6
389,5,8
389,9,8
389,13,8
389,15,8
62,18,4
63,4,10
63,5,10
63,9,10
63,14,10
63,20,10
457,4,6
457,5,6
457,14,6
457,18,6
66,4,4
67,5,12
67,9,12
67,14,12
67,18,12
67,20,12
451,0,14
451,1,14
451,7,14
451,9,14
451,19,14
451,20,14
451,21,14
68,2,10
69,5,18
69,9,18
69,13,18
69,15,18
461,4,14
461,5,14
461,14,14
461,18,14
70,15,20
71,2,14
71,5,14
71,9,14
71,13,14
471,0,10
471,1,10
471,7,10
471,9,10
471,19,10
471,20,10
471,21,10
72,16,10
465,0,4
465,1,4
465,7,4
465,9,4
465,19,4
465,20,4
465,21,4
74,18,24
75,4,22
75,5,22
75,9,22
75,14,22
75,20,22
459,0,18
459,1,18
459,7,18
459,9,18
459,19,18
459,20,18
459,21,18
76,17,22
469,0,22
469,1,22
469,7,22
469,9,22
469,19,22
469,20,22
469,21,22
78,4,6
79,5,16
79,9,16
79,14,16
79,18,16
79,20,16
479,0,22
479,1,22
479,7,22
479,9,22
479,19,22
479,20,22
479,21,22
80,2,20
82,15,10
84,16,8
86,18,22
88,17,8
90,4,6
91,5,12
91,9,12
91,14,12
91,18,12
91,20,12
94,15,10
96,16,24
98,18,14
100,17,18
102,4,20
104,2,12
106,15,20
108,16,16
110,18,24
112,17,20
114,4,12
116,2,12
118,15,16
120,16,16
122,18,6
124,17,8
126,4,8
128,2,24
314,16,8
130,15,6
260,2,4
132,16,8
133,0,4
133,1,4
133,6,4
133,15,4
133,17,4
133,19,4
133,20,4
133,21,4
318,2,10
134,18,4
312,15,12
136,17,10
137,0,20
137,1,20
137,6,20
137,15,20
137,16,20
137,19,20
137,20,20
137,21,20
258,4,10
138,4,20
268,17,8
140,2,14
262,15,18
142,15,12
256,17,10
144,16,10
266,18,6
146,18,10
276,16,24
148,17,8
270,4,14
150,4,6
264,16,4
152,2,16
274,15,22
154,15,24
284,2,8
156,16,16
278,18,18
158,18,22
272,2,20
160,17,4
162,4,24
292,4,20
164,2,24
166,15,16
168,16,20
169,0,16
169,1,16
169,6,16
169,15,16
169,17,16
169,19,16
169,20,16
169,21,16
290,17,22
170,18,12
300,17,20
172,17,10
294,2,12
174,4,22
288,16,22
176,2,22
298,16,22
178,15,4
308,17,22
180,16,14
181,0,20
181,1,20
181,6,20
181,15,20
181,17,20
181,19,20
181,20,20
181,21,20
302,2,24
182,18,8
296,15,20
184,17,12
185,0,14
185,1,14
185,6,14
185,15,14
185,16,14
185,19,14
185,20,14
185,21,14
306,16,10
186,4,14
316,17,16
188,2,4
190,15,8
304,15,22
192,16,20
193,0,12
193,1,12
193,6,12
193,15,12
193,17,12
193,19,12
193,20,12
193,21,12
378,15,16
194,18,22
324,17,14
196,17,22
382,2,6
198,4,6
322,16,8
202,15,8
332,17,10
204,16,22
206,18,12
208,17,14
330,16,22
210,4,18
212,2,4
214,15,6
328,15,4
216,16,10
338,17,22
218,18,12
220,17,24
342,15,8
356,17,14
228,16,4
230,18,12
280,17,24
232,17,20
240,16,24
242,18,4
244,17,4
252,16,8
254,18,24
486,1,4
486,7,4
486,19,4
488,1,24
488,6,24
488,19,24
494,1,12
494,7,12
494,19,12
498,1,22
498,6,22
498,19,22
506,1,4
506,7,4
506,19,4
508,1,6
508,6,6
508,19,6
518,1,18
518,6,18
518,19,18
