path_id,link_id,number_of_slices
407,38,22
407,39,22
407,40,22
407,41,22
407,42,22
407,43,22
407,44,22
407,55,22
407,106,22
407,108,22
8,56,8
8,58,8
8,59,8
8,66,8
8,67,8
8,68,8
8,91,8
64,9,6
64,10,6
64,66,6
64,76,6
399,13,6
399,17,6
399,48,6
399,49,6
399,52,6
399,53,6
399,69,6
399,71,6
399,78,6
399,84,6
399,85,6
399,86,6
399,89,6
399,101,6
399,111,6
0,13,6
0,69,6
0,85,6
0,101,6
1,14,8
1,15,8
1,58,8
1,61,8
1,62,8
1,86,8
1,91,8
1,103,8
1,104,8
393,9,24
393,10,24
393,66,24
393,76,24
393,109,24
393,110,24
393,112,24
393,113,24
2,56,18
2,57,18
2,66,18
2,67,18
2,68,18
2,69,18
2,91,18
3,61,20
3,62,20
3,63,20
3,64,20
3,65,20
3,101,20
3,102,20
387,8,4
387,9,4
387,10,4
387,13,4
387,61,4
387,62,4
387,63,4
387,66,4
387,76,4
387,102,4
4,5,6
4,6,6
4,11,6
4,38,6
4,39,6
4,55,6
4,87,6
5,0,22
5,12,22
5,18,22
5,19,22
5,21,22
5,37,22
5,40,22
5,53,22
5,84,22
5,86,22
397,38,8
397,39,8
397,40,8
397,41,8
397,42,8
397,43,8
397,44,8
397,55,8
397,106,8
397,108,8
6,16,12
6,56,12
6,57,12
6,65,12
6,68,12
6,69,12
6,91,12
7,8,24
7,9,24
7,10,24
7,61,24
7,62,24
7,63,24
7,101,24
7,102,24
9,22,22
9,23,22
9,57,22
9,63,22
9,64,22
9,65,22
9,85,22
9,87,22
9,103,22
9,104,22
401,0,12
401,2,12
401,36,12
401,38,12
401,40,12
401,41,12
401,42,12
401,55,12
401,70,12
401,73,12
401,106,12
10,9,20
10,10,20
10,46,20
10,66,20
10,76,20
10,77,20
10,97,20
11,1,4
11,3,4
11,8,4
11,16,4
11,34,4
11,35,4
11,64,4
11,68,4
11,90,4
395,3,14
395,13,14
395,17,14
395,22,14
395,30,14
395,34,14
395,35,14
395,57,14
395,69,14
395,71,14
395,78,14
395,89,14
395,101,14
395,109,14
395,110,14
395,112,14
395,113,14
12,5,14
12,11,14
12,28,14
12,38,14
12,39,14
12,55,14
12,87,14
13,0,22
13,12,22
13,19,22
13,24,22
13,25,22
13,26,22
13,37,22
13,53,22
13,84,22
13,86,22
405,0,10
405,37,10
405,40,10
405,41,10
405,42,10
405,53,10
405,70,10
405,73,10
405,84,10
405,86,10
405,106,10
14,9,14
14,10,14
14,46,14
14,66,14
14,76,14
14,77,14
14,97,14
15,3,14
15,8,14
15,16,14
15,34,14
15,35,14
15,64,14
15,68,14
15,80,14
15,90,14
16,16,6
16,56,6
16,58,6
16,59,6
16,65,6
16,68,6
16,91,6
17,1,24
17,22,24
17,30,24
17,45,24
17,57,24
17,60,24
17,66,24
17,76,24
17,77,24
17,85,24
17,96,24
409,0,22
409,2,22
409,36,22
409,38,22
409,40,22
409,41,22
409,42,22
409,55,22
409,106,22
409,108,22
18,9,22
18,10,22
18,46,22
18,66,22
18,76,22
18,77,22
18,97,22
19,3,22
19,8,22
19,16,22
19,34,22
19,35,22
19,64,22
19,68,22
19,80,22
19,90,22
403,0,20
403,2,20
403,36,20
403,38,20
403,40,20
403,41,20
403,42,20
403,55,20
403,70,20
403,73,20
403,106,20
20,8,10
20,16,10
20,45,10
20,46,10
20,64,10
20,68,10
20,97,10
21,9,6
21,10,6
21,17,6
21,66,6
21,71,6
21,76,6
21,78,6
21,81,6
21,111,6
22,9,8
22,10,8
22,46,8
22,66,8
22,76,8
22,77,8
22,97,8
23,1,14
23,3,14
23,8,14
23,16,14
23,34,14
23,35,14
23,64,14
23,68,14
23,90,14
24,8,8
24,16,8
24,45,8
24,46,8
24,64,8
24,68,8
24,97,8
25,9,16
25,10,16
25,17,16
25,66,16
25,71,16
25,76,16
25,78,16
25,81,16
25,111,16
26,9,8
26,10,8
26,46,8
26,66,8
26,76,8
26,77,8
26,97,8
27,3,6
27,8,6
27,16,6
27,34,6
27,35,6
27,64,6
27,68,6
27,80,6
27,90,6
411,0,18
411,2,18
411,36,18
411,38,18
411,40,18
411,41,18
411,42,18
411,55,18
411,106,18
411,108,18
28,8,14
28,16,14
28,45,14
28,46,14
28,64,14
28,68,14
28,97,14
29,9,12
29,10,12
29,17,12
29,66,12
29,71,12
29,76,12
29,78,12
29,81,12
29,111,12
30,9,16
30,10,16
30,46,16
30,66,16
30,76,16
30,77,16
30,97,16
31,1,18
31,3,18
31,8,18
31,16,18
31,34,18
