path_id,link_id,number_of_slices
407,19,8
407,28,8
407,53,8
407,54,8
8,2,18
8,6,18
8,29,18
8,51,18
463,19,6
463,24,6
463,28,6
463,53,6
463,54,6
463,82,6
64,1,14
64,2,14
64,6,14
64,29,14
64,51,14
64,97,14
399,16,12
399,54,12
399,55,12
399,69,12
399,72,12
0,2,14
0,6,14
0,29,14
0,51,14
944,3,8
944,4,8
944,5,8
944,7,8
944,8,8
944,26,8
944,27,8
944,32,8
944,33,8
944,42,8
944,69,8
944,71,8
944,87,8
944,97,8
1,1,20
1,47,20
1,50,20
1,60,20
1,81,20
1,97,20
393,12,22
393,16,22
393,17,22
393,22,22
393,37,22
393,57,22
393,68,22
2,2,12
2,6,12
2,29,12
2,51,12
3,22,8
3,50,8
3,60,8
3,76,8
3,81,8
3,97,8
387,16,18
387,28,18
387,54,18
387,55,18
387,72,18
4,2,16
4,6,16
4,29,16
4,51,16
948,3,24
948,4,24
948,26,24
948,31,24
948,33,24
948,42,24
948,49,24
948,50,24
948,60,24
948,64,24
948,81,24
948,84,24
948,91,24
5,22,8
5,50,8
5,60,8
5,76,8
5,81,8
5,97,8
397,16,18
397,54,18
397,55,18
397,69,18
397,72,18
6,2,10
6,6,10
6,29,10
6,51,10
7,1,20
7,47,20
7,50,20
7,60,20
7,81,20
7,97,20
9,22,8
9,50,8
9,60,8
9,76,8
9,81,8
9,97,8
401,16,16
401,54,16
401,55,16
401,69,16
401,72,16
10,2,4
10,6,4
10,29,4
10,51,4
11,22,18
11,50,18
11,60,18
11,76,18
11,81,18
11,97,18
12,2,18
12,6,18
12,29,18
12,51,18
13,22,4
13,50,4
13,60,4
13,76,4
13,81,4
13,97,4
405,12,16
405,17,16
405,21,16
405,27,16
405,37,16
405,57,16
405,65,16
405,84,16
14,2,4
14,6,4
14,29,4
14,51,4
15,22,14
15,50,14
15,60,14
15,76,14
15,81,14
15,97,14
415,19,8
415,28,8
415,53,8
415,54,8
16,2,12
16,6,12
16,29,12
16,51,12
17,22,24
17,50,24
17,60,24
17,76,24
17,81,24
17,97,24
409,19,16
409,28,16
409,53,16
409,54,16
18,2,12
18,6,12
18,29,12
18,51,12
19,1,16
19,47,16
19,50,16
19,60,16
19,81,16
19,97,16
403,12,16
403,17,16
403,21,16
403,27,16
403,37,16
403,57,16
403,65,16
403,84,16
20,9,18
20,52,18
20,66,18
20,76,18
20,78,18
20,94,18
21,1,14
21,27,14
21,47,14
21,74,14
21,80,14
21,84,14
413,19,18
413,28,18
413,53,18
413,54,18
22,9,24
22,52,24
22,66,24
22,76,24
22,78,24
22,94,24
23,2,8
23,29,8
23,35,8
23,79,8
23,88,8
23,95,8
23,98,8
487,15,4
487,16,4
487,17,4
487,18,4
487,72,4
24,9,8
24,52,8
24,66,8
24,76,8
24,78,8
24,94,8
25,1,12
25,27,12
25,47,12
25,74,12
25,80,12
25,84,12
481,19,8
481,23,8
481,53,8
481,54,8
481,82,8
481,86,8
26,9,22
26,52,22
26,66,22
26,76,22
26,78,22
26,94,22
27,1,8
27,27,8
27,47,8
27,74,8
27,80,8
27,84,8
411,19,16
411,21,16
411,23,16
411,24,16
411,25,16
411,27,16
411,65,16
28,21,16
28,25,16
28,27,16
28,65,16
28,66,16
28,76,16
908,14,4
908,15,4
908,30,4
908,32,4
908,33,4
908,61,4
908,71,4
908,75,4
29,2,22
29,28,22
29,53,22
29,54,22
485,12,8
485,17,8
485,31,8
485,48,8
485,70,8
485,91,8
30,1,12
30,21,12
30,27,12
30,47,12
30,65,12
30,84,12
31,2,22
31,28,22
31,53,22
31,54,22
431,19,4
431,53,4
431,54,4
431,69,4
32,21,14
32,22,14
32,27,14
32,65,14
32,76,14
32,84,14
848,3,12
848,4,12
848,33,12
848,37,12
848,38,12
848,42,12
848,49,12
848,50,12
848,60,12
848,64,12
848,77,12
848,81,12
33,2,20
33,28,20
33,53,20
33,54,20
728,0,12
728,14,12
728,30,12
728,32,12
728,46,12
728,61,12
728,70,12
728,71,12
425,19,8
425,53,8
425,54,8
425,69,8
34,21,6
34,22,6
34,27,6
34,65,6
34,76,6
34,84,6
35,2,14
35,28,14
35,53,14
35,54,14
419,19,6
419,28,6
419,53,6
419,54,6
36,2,4
36,21,4
36,23,4
36,24,4
36,25,4
36,27,4
36,65,4
852,2,14
852,14,14
852,33,14
852,49,14
852,61,14
852,64,14
852,75,14
852,77,14
37,9,16
37,19,16
37,34,16
37,52,16
37,66,16
37,76,16
37,78,16
37,80,16
37,82,16
37,83,16
37,94,16
732,2,6
732,30,6
732,32,6
732,45,6
732,46,6
732,70,6
732,71,6
732,76,6
429,19,16
429,53,16
429,54,16
429,69,16
38,44,24
38,45,24
38,49,24
38,62,24
38,76,24
38,91,24
39,2,4
39,14,4
39,32,4
39,33,4
39,61,4
39,71,4
39,75,4
39,87,4
439,19,4
439,53,4
439,54,4
439,69,4
40,0,10
40,2,10
40,14,10
40,32,10
40,46,10
40,61,10
40,71,10
40,87,10
856,3,16
856,24,16
856,29,16
856,33,16
856,42,16
856,49,16
856,51,16
856,64,16
856,87,16
856,91,16
856,92,16
41,12,12
41,17,12
41,22,12
41,49,12
41,56,12
41,62,12
41,76,12
41,91,12
433,19,8
433,53,8
433,54,8
433,69,8
42,12,8
42,17,8
42,22,8
42,48,8
42,76,8
42,77,8
43,2,12
43,28,12
43,38,12
43,54,12
43,55,12
43,72,12
427,19,8
427,21,8
427,26,8
427,27,8
427,65,8
44,0,14
44,43,14
44,45,14
44,76,14
860,3,22
860,4,22
860,5,22
860,8,22
860,32,22
860,33,22
860,42,22
860,52,22
860,71,22
860,97,22
45,2,20
45,29,20
45,40,20
45,41,20
437,19,4
437,53,4
437,54,4
437,69,4
46,2,4
46,29,4
46,40,4
46,41,4
47,0,24
47,43,24
47,45,24
47,76,24
447,25,18
447,53,18
447,54,18
447,65,18
447,86,18
48,0,14
48,43,14
48,45,14
48,76,14
49,2,14
49,29,14
49,40,14
49,41,14
441,19,8
441,53,8
441,54,8
441,69,8
50,0,16
50,43,16
50,45,16
50,76,16
51,2,16
51,29,16
51,40,16
51,41,16
435,19,22
435,53,22
435,54,22
435,69,22
52,47,10
52,50,10
52,60,10
52,81,10
445,25,20
445,53,20
445,54,20
445,65,20
445,86,20
54,47,10
54,50,10
54,60,10
54,81,10
55,1,6
55,2,6
55,4,6
55,29,6
55,51,6
55,92,6
391,16,4
391,28,4
391,54,4
391,55,4
391,72,4
56,47,6
56,50,6
56,60,6
56,81,6
385,12,12
385,16,12
385,17,12
385,22,12
385,37,12
385,57,12
385,68,12
58,47,10
58,50,10
58,60,10
58,81,10
59,1,4
59,2,4
59,4,4
59,29,4
59,51,4
59,92,4
443,19,12
443,53,12
443,54,12
443,69,12
60,47,12
60,50,12
60,60,12
60,81,12
61,1,6
61,2,6
61,4,6
61,29,6
61,51,6
61,92,6
62,47,16
62,50,16
62,60,16
62,81,16
63,1,22
63,2,22
63,4,22
63,29,22
63,51,22
63,92,22
65,47,24
65,50,24
65,60,24
65,81,24
457,25,14
457,53,14
457,54,14
457,65,14
457,86,14
66,47,20
66,50,20
66,60,20
66,81,20
67,1,8
67,2,8
67,4,8
67,29,8
67,51,8
67,92,8
451,25,4
451,53,4
451,54,4
451,65,4
451,86,4
68,47,22
68,50,22
68,60,22
68,81,22
69,1,12
69,2,12
69,4,12
69,29,12
69,51,12
69,92,12
461,19,22
461,24,22
461,28,22
461,53,22
461,54,22
461,82,22
70,47,6
70,50,6
70,60,6
70,81,6
71,1,18
71,2,18
71,4,18
71,29,18
71,51,18
71,92,18
471,7,20
471,23,20
471,34,20
471,52,20
471,74,20
471,83,20
72,52,4
72,78,4
72,90,4
72,95,4
73,27,18
73,47,18
73,74,18
73,79,18
73,80,18
73,84,18
465,20,24
465,21,24
465,22,24
465,27,24
465,84,24
465,96,24
74,52,8
74,78,8
74,90,8
74,95,8
75,27,18
75,47,18
75,74,18
75,79,18
75,80,18
75,84,18
76,52,18
76,78,18
76,90,18
76,95,18
77,27,18
77,47,18
77,74,18
77,79,18
77,80,18
77,84,18
469,19,4
469,24,4
469,28,4
469,53,4
469,54,4
469,82,4
78,52,16
78,78,16
78,90,16
78,95,16
79,27,10
79,47,10
79,74,10
79,79,10
79,80,10
79,84,10
479,19,22
479,24,22
479,28,22
479,53,22
479,54,22
479,82,22
801,3,16
801,5,16
801,6,16
801,7,16
801,8,16
801,26,16
801,27,16
801,89,16
801,92,16
81,16,18
81,54,18
81,55,18
81,58,18
81,72,18
81,86,18
81,90,18
473,19,16
473,24,16
473,28,16
473,53,16
473,54,16
473,82,16
83,16,16
83,54,16
83,55,16
83,58,16
83,72,16
83,86,16
83,90,16
467,19,18
467,24,18
467,28,18
467,53,18
467,54,18
467,82,18
805,3,4
805,4,4
805,5,4
805,7,4
805,8,4
805,26,4
805,27,4
805,89,4
805,97,4
84,21,24
84,26,24
84,27,24
84,47,24
84,67,24
85,53,14
85,54,14
85,65,14
85,86,14
85,90,14
477,19,14
477,24,14
477,28,14
477,53,14
477,54,14
477,82,14
86,7,16
86,21,16
86,52,16
86,90,16
87,1,10
87,2,10
87,28,10
87,53,10
87,54,10
87,65,10
809,14,16
809,24,16
809,43,16
809,61,16
809,85,16
88,21,24
88,27,24
88,47,24
88,84,24
89,53,10
89,54,10
89,65,10
89,86,10
89,90,10
90,21,14
90,27,14
90,47,14
90,84,14
91,53,4
91,54,4
91,65,4
91,86,4
91,90,4
475,19,14
475,24,14
475,28,14
475,53,14
475,54,14
475,82,14
813,39,20
813,40,20
813,60,20
813,67,20
813,81,20
92,21,22
92,27,22
92,47,22
92,84,22
93,53,14
93,54,14
93,65,14
93,86,14
93,90,14
495,22,6
495,44,6
495,45,6
495,56,6
495,57,6
912,0,12
912,1,12
912,2,12
912,14,12
912,46,12
912,47,12
912,49,12
912,61,12
912,64,12
912,67,12
912,91,12
489,15,8
489,16,8
489,54,8
489,55,8
489,67,8
489,69,8
489,72,8
483,19,12
483,24,12
483,28,12
483,53,12
483,54,12
483,82,12
100,1,14
100,2,14
100,14,14
100,42,14
100,61,14
100,75,14
916,0,12
916,14,12
916,23,12
916,24,12
916,25,12
916,31,12
916,46,12
916,49,12
916,61,12
916,64,12
916,70,12
916,91,12
101,39,6
101,40,6
101,47,6
101,60,6
101,81,6
101,89,6
493,37,12
493,54,12
493,55,12
493,67,12
493,69,12
493,72,12
102,1,4
102,2,4
102,14,4
102,42,4
102,61,4
102,75,4
103,39,12
103,40,12
103,47,12
103,60,12
103,81,12
103,89,12
503,17,16
503,18,16
503,37,16
503,72,16
104,1,16
104,2,16
104,14,16
104,42,16
104,61,16
104,75,16
920,0,22
920,7,22
920,8,22
920,15,22
920,26,22
920,27,22
920,30,22
920,32,22
920,40,22
920,41,22
920,43,22
920,46,22
920,58,22
920,71,22
920,85,22
920,98,22
105,39,10
105,40,10
105,47,10
105,60,10
105,81,10
105,89,10
106,1,12
106,2,12
106,14,12
106,42,12
106,61,12
106,75,12
108,4,10
108,5,10
108,35,10
108,88,10
108,95,10
108,97,10
924,0,10
924,1,10
924,2,10
924,15,10
924,29,10
924,30,10
924,32,10
924,40,10
924,41,10
924,43,10
924,46,10
924,58,10
924,71,10
924,90,10
109,7,24
109,8,24
109,51,24
109,74,24
109,79,24
109,80,24
109,92,24
109,98,24
110,10,10
110,11,10
110,51,10
110,88,10
110,92,10
110,98,10
111,4,18
111,5,18
111,8,18
111,78,18
111,95,18
111,97,18
112,10,6
112,11,6
112,51,6
112,88,6
112,92,6
112,98,6
113,4,14
113,5,14
113,8,14
113,78,14
113,95,14
113,97,14
505,37,12
505,54,12
505,55,12
505,67,12
505,69,12
505,72,12
114,10,8
114,11,8
114,51,8
114,88,8
114,92,8
114,98,8
115,4,20
115,5,20
115,8,20
115,78,20
115,95,20
115,97,20
116,24,6
116,29,6
116,51,6
116,92,6
117,4,10
117,50,10
117,60,10
117,67,10
117,81,10
117,85,10
118,4,6
118,26,6
118,50,6
118,60,6
118,67,6
118,81,6
119,25,10
119,28,10
119,29,10
119,51,10
119,86,10
119,92,10
455,7,8
455,21,8
455,25,8
455,52,8
120,4,10
120,50,10
120,60,10
120,81,10
120,84,10
121,25,14
121,29,14
121,51,14
121,66,14
121,68,14
121,92,14
449,25,4
449,53,4
449,54,4
449,65,4
449,86,4
122,4,12
122,22,12
122,50,12
122,60,12
122,66,12
122,81,12
123,23,14
123,24,14
123,29,14
123,51,14
123,92,14
124,4,16
124,22,16
124,50,16
124,60,16
124,66,16
124,81,16
125,23,24
125,24,24
125,29,24
125,51,24
125,92,24
126,23,8
126,24,8
126,29,8
126,51,8
126,92,8
127,4,10
127,22,10
127,50,10
127,60,10
127,66,10
127,81,10
128,4,4
128,25,4
128,50,4
128,60,4
128,81,4
128,84,4
314,25,12
314,52,12
314,78,12
314,93,12
314,94,12
130,4,16
130,47,16
130,50,16
130,60,16
130,81,16
130,90,16
260,52,16
260,66,16
260,68,16
260,78,16
260,94,16
131,23,18
131,24,18
131,29,18
131,51,18
131,92,18
132,3,12
318,52,22
318,78,22
318,93,22
318,94,22
133,40,12
133,41,12
133,51,12
133,89,12
133,92,12
134,3,12
312,25,4
312,52,4
312,78,4
312,93,4
312,94,4
135,4,4
135,39,4
135,40,4
135,50,4
135,89,4
136,3,14
258,52,6
258,66,6
258,68,6
258,78,6
258,94,6
137,4,16
137,39,16
137,40,16
137,50,16
137,89,16
138,3,20
268,52,20
268,66,20
268,68,20
268,78,20
268,94,20
139,4,6
139,39,6
139,40,6
139,50,6
139,89,6
797,12,20
797,17,20
797,22,20
797,23,20
797,37,20
797,38,20
797,57,20
797,66,20
797,85,20
140,3,8
262,52,8
262,66,8
262,68,8
262,78,8
262,94,8
141,4,8
141,39,8
141,40,8
141,50,8
141,89,8
142,3,6
256,52,24
256,66,24
256,68,24
256,78,24
256,94,24
143,4,20
143,39,20
143,40,20
143,50,20
143,89,20
865,15,20
865,16,20
865,30,20
865,38,20
865,45,20
865,46,20
865,49,20
865,64,20
865,66,20
865,77,20
144,3,14
266,52,4
266,66,4
266,68,4
266,78,4
266,94,4
145,4,10
145,39,10
