path_id,link_id,number_of_slices
407,18,18
407,20,18
407,22,18
407,23,18
407,26,18
407,27,18
8,4,4
64,4,8
64,28,8
399,18,10
399,20,10
0,4,12
1,5,8
393,12,4
393,19,4
2,4,20
3,5,8
387,10,6
387,11,6
387,28,6
4,4,22
5,5,14
397,18,8
397,20,8
6,4,4
7,5,12
9,5,18
401,10,18
401,11,18
401,17,18
401,19,18
401,21,18
401,28,18
11,5,12
395,18,18
395,20,18
12,5,8
12,10,8
14,4,6
14,10,6
15,0,16
15,7,16
15,11,16
415,16,12
415,17,12
415,18,12
16,4,6
16,10,6
18,4,4
18,10,4
403,18,6
403,20,6
20,4,16
20,10,16
413,10,16
413,11,16
413,17,16
413,20,16
413,22,16
413,23,16
413,24,16
413,26,16
413,27,16
413,28,16
22,4,8
22,10,8
23,0,10
23,6,10
23,11,10
24,0,18
24,7,18
25,4,6
25,10,6
25,11,6
26,0,22
26,6,22
27,4,16
27,10,16
27,11,16
411,18,18
411,20,18
411,22,18
411,23,18
411,24,18
411,26,18
411,27,18
28,0,12
28,7,12
29,4,14
29,10,14
29,11,14
30,0,8
30,6,8
31,4,12
31,10,12
31,11,12
431,12,6
32,0,24
32,7,24
33,4,12
33,10,12
33,11,12
425,0,14
425,5,14
425,7,14
425,17,14
425,20,14
425,21,14
425,28,14
34,0,12
34,7,12
35,5,16
35,10,16
35,11,16
419,12,14
419,19,14
36,0,24
36,6,24
37,4,8
37,10,8
37,11,8
429,0,24
429,5,24
429,6,24
429,28,24
38,0,10
38,6,10
39,4,24
39,10,24
39,11,24
439,0,8
439,7,8
40,0,12
40,7,12
433,12,8
433,21,8
42,0,8
42,7,8
43,4,6
43,10,6
43,11,6
427,10,22
427,11,22
427,17,22
427,20,22
427,21,22
427,28,22
44,0,22
44,7,22
45,4,22
45,10,22
45,11,22
437,12,8
46,0,18
46,6,18
47,4,14
47,10,14
47,11,14
48,0,10
48,7,10
49,4,6
49,10,6
49,11,6
441,5,14
441,10,14
441,11,14
50,4,12
50,10,12
50,11,12
51,5,6
51,17,6
51,18,6
51,28,6
435,18,18
435,19,18
52,0,8
52,7,8
53,4,18
53,10,18
53,11,18
54,0,20
54,6,20
55,4,24
55,10,24
55,11,24
391,12,12
391,19,12
56,0,12
56,6,12
57,4,4
57,10,4
57,11,4
385,10,8
385,11,8
385,28,8
58,0,8
58,6,8
59,5,22
59,17,22
59,18,22
59,28,22
60,0,8
60,7,8
61,5,24
61,10,24
61,11,24
389,12,16
389,19,16
62,4,14
62,28,14
63,5,14
63,15,14
63,16,14
65,5,16
65,15,16
65,16,16
66,4,18
66,28,18
67,5,8
67,15,8
67,16,8
68,4,14
68,28,14
69,5,14
69,15,14
69,16,14
70,4,20
70,28,20
71,5,8
71,15,8
71,16,8
72,4,8
72,28,8
73,5,4
73,15,4
73,16,4
74,4,22
74,15,22
75,5,14
75,16,14
75,28,14
76,4,14
76,15,14
77,5,18
77,16,18
77,28,18
78,4,18
78,15,18
79,5,14
79,16,14
79,28,14
80,4,6
80,15,6
81,5,20
81,16,20
81,28,20
82,4,14
82,15,14
83,5,4
83,16,4
83,28,4
84,4,8
84,15,8
85,5,18
85,16,18
85,28,18
86,1,8
88,1,12
90,1,10
92,1,10
92,2,10
94,1,24
94,2,24
94,3,24
96,1,14
96,2,14
96,3,14
98,1,6
98,2,6
98,3,6
100,1,18
100,2,18
100,3,18
102,1,22
102,2,22
102,3,22
105,1,14
105,2,14
105,3,14
106,1,22
106,2,22
106,3,22
108,1,16
108,2,16
108,3,16
110,1,24
110,2,24
110,3,24
112,1,4
112,2,4
112,3,4
114,1,18
114,2,18
114,3,18
116,1,10
116,2,10
116,3,10
118,1,18
118,2,18
118,3,18
120,1,14
120,2,14
120,3,14
122,1,10
122,2,10
122,3,10
124,1,8
124,2,8
124,3,8
126,1,10
126,2,10
126,3,10
128,1,14
128,2,14
128,3,14
314,28,14
130,0,8
130,4,8
131,7,6
131,10,6
131,11,6
132,0,10
132,4,10
318,28,24
133,6,10
133,10,10
133,11,10
134,0,22
134,4,22
312,28,8
135,6,14
135,10,14
135,11,14
136,0,6
136,4,6
137,7,12
137,10,12
137,11,12
258,1,16
258,2,16
258,6,16
138,0,16
138,4,16
139,6,6
139,10,6
139,11,6
140,0,4
140,4,4
141,6,18
141,10,18
141,11,18
142,0,4
142,4,4
256,1,24
256,2,24
256,7,24
143,6,20
143,10,20
143,11,20
144,0,6
144,4,6
145,6,14
145,10,14
145,11,14
146,0,12
146,4,12
147,6,14
147,10,14
147,11,14
148,0,8
148,4,8
149,7,18
149,10,18
149,11,18
150,0,10
150,4,10
151,7,22
151,17,22
151,18,22
151,28,22
152,0,6
152,4,6
153,7,24
153,17,24
153,18,24
153,28,24
154,0,22
154,4,22
155,7,16
155,10,16
155,11,16
156,0,20
156,4,20
157,6,16
157,10,16
157,11,16
158,0,14
158,4,14
159,6,8
159,10,8
159,11,8
160,0,4
160,5,4
161,7,6
161,10,6
161,11,6
162,0,20
162,5,20
163,6,4
163,10,4
163,11,4
164,0,22
164,5,22
165,6,10
165,10,10
165,11,10
166,6,12
166,11,12
168,6,6
168,11,6
170,6,4
170,11,4
300,10,10
172,6,10
173,7,6
174,6,8
175,7,10
176,6,22
176,12,22
177,7,12
177,18,12
177,19,12
178,6,14
178,12,14
308,10,24
179,7,12
179,18,12
179,19,12
302,10,24
181,6,6
181,12,6
182,6,24
182,12,24
183,7,12
183,18,12
183,19,12
184,6,4
184,12,4
306,10,10
185,7,12
185,18,12
185,19,12
186,7,24
186,12,24
316,28,12
188,7,14
188,18,14
188,19,14
190,7,24
190,12,24
190,13,24
194,7,6
194,18,6
324,15,12
196,7,4
196,18,4
322,28,16
201,7,4
201,12,4
201,19,4
202,7,12
202,18,12
332,15,12
203,6,6
203,12,6
203,19,6
326,15,16
205,7,14
205,12,14
205,21,14
206,7,12
206,12,12
206,21,12
320,28,16
330,15,14
209,7,12
209,18,12
209,20,12
340,11,8
334,15,10
328,15,10
216,7,16
216,18,16
216,20,16
216,26,16
216,27,16
338,11,24
348,12,8
348,13,8
342,12,12
221,7,4
221,12,4
221,21,4
221,22,4
221,23,4
221,26,4
221,27,4
336,11,10
233,7,10
233,18,10
233,20,10
233,22,10
233,23,10
233,24,10
233,26,10
233,27,10
244,2,14
244,3,14
305,11,20
305,17,20
305,18,20
305,28,20
313,15,18
313,16,18
315,15,4
315,16,4
317,15,14
317,16,14
319,15,4
319,16,4
321,15,6
321,16,6
323,15,4
323,16,4
325,16,6
325,28,6
327,16,6
327,28,6
329,16,4
329,28,4
331,16,18
331,28,18
333,16,8
333,28,8
335,16,10
335,28,10
343,18,22
343,19,22
384,17,14
384,18,14
386,17,4
386,18,4
388,18,22
390,18,22
392,18,8
394,12,14
394,21,14
404,18,4
404,20,4
404,26,4
404,27,4
416,10,8
416,11,8
416,15,8
417,16,4
417,17,4
417,18,4
