path_id,link_id,number_of_slices
1124,48,4
1124,173,4
407,30,8
407,31,8
407,83,8
407,158,8
407,188,8
407,190,8
8,10,16
8,15,16
8,24,16
8,27,16
8,40,16
1116,2,20
1116,10,20
1116,14,20
1116,15,20
1116,24,20
1116,27,20
1116,28,20
1116,40,20
1116,55,20
1116,69,20
1116,95,20
1116,126,20
1116,127,20
463,5,6
463,11,6
463,12,6
463,54,6
463,66,6
463,68,6
463,203,6
463,204,6
64,6,22
64,132,22
1052,18,18
1052,102,18
1052,111,18
1052,199,18
1052,228,18
399,4,10
399,14,10
399,51,10
399,69,10
399,95,10
399,96,10
399,114,10
399,121,10
399,126,10
399,127,10
399,138,10
399,209,10
399,213,10
0,1,20
0,5,20
0,54,20
0,68,20
0,106,20
0,203,20
0,204,20
1,0,18
1,71,18
1,72,18
1,76,18
1,81,18
1,92,18
1,108,18
1,130,18
1,131,18
1,169,18
1,172,18
944,88,14
944,181,14
944,188,14
944,224,14
1054,18,22
1054,102,22
1054,111,22
1054,228,22
393,6,20
393,16,20
393,17,20
393,51,20
393,101,20
393,121,20
393,132,20
393,138,20
393,213,20
2,0,10
2,71,10
2,72,10
2,76,10
2,81,10
2,92,10
2,108,10
2,130,10
2,131,10
2,169,10
2,172,10
3,1,6
3,11,6
3,12,6
3,49,6
3,66,6
3,106,6
3,129,6
387,6,4
387,16,4
387,17,4
387,51,4
387,101,4
387,121,4
387,132,4
387,138,4
387,213,4
4,0,12
4,71,12
4,72,12
4,76,12
4,81,12
4,92,12
4,108,12
4,130,12
4,131,12
4,169,12
4,172,12
5,1,22
5,11,22
5,12,22
5,49,22
5,66,22
5,106,22
5,129,22
948,88,6
948,188,6
948,224,6
397,4,8
397,14,8
397,51,8
397,69,8
397,95,8
397,96,8
397,114,8
397,121,8
397,126,8
397,127,8
397,138,8
397,209,8
397,213,8
6,1,24
6,5,24
6,36,24
6,54,24
6,68,24
6,106,24
6,203,24
6,204,24
7,0,14
7,37,14
7,71,14
7,72,14
7,76,14
7,81,14
7,92,14
7,108,14
7,130,14
7,131,14
7,169,14
7,172,14
9,2,4
9,5,4
9,42,4
9,55,4
9,80,4
9,86,4
9,87,4
9,118,4
9,134,4
9,142,4
9,203,4
9,204,4
9,214,4
9,215,4
9,216,4
9,219,4
952,88,8
952,188,8
952,224,8
401,2,6
401,10,6
401,15,6
401,20,6
401,24,6
401,27,6
401,40,6
401,50,6
401,55,6
401,58,6
401,65,6
401,79,6
401,89,6
401,93,6
401,113,6
401,114,6
401,116,6
401,117,6
401,124,6
401,139,6
401,213,6
1126,48,8
1126,173,8
10,10,16
10,15,16
10,24,16
10,27,16
10,40,16
11,2,18
11,55,18
11,96,18
11,114,18
395,4,24
395,14,24
395,51,24
395,69,24
395,95,24
395,96,24
395,114,24
395,121,24
395,126,24
395,127,24
395,138,24
395,209,24
395,213,24
12,10,18
12,15,18
12,24,18
12,27,18
12,40,18
13,2,20
13,55,20
13,96,20
13,114,20
956,88,6
956,188,6
956,224,6
405,30,4
405,31,4
405,83,4
405,158,4
405,188,4
405,190,4
14,2,8
14,28,8
14,55,8
14,96,8
14,114,8
15,10,18
15,15,18
15,24,18
15,27,18
15,29,18
15,40,18
1132,48,20
1132,173,20
415,83,8
415,88,8
415,158,8
415,188,8
415,190,8
415,224,8
16,176,22
17,3,12
17,179,12
17,226,12
896,3,20
896,75,20
896,78,20
896,163,20
896,176,20
896,181,20
896,190,20
1134,48,14
1134,173,14
409,32,24
409,33,24
409,60,24
409,61,24
409,185,24
409,187,24
409,193,24
409,224,24
18,176,10
19,3,10
19,179,10
19,226,10
403,30,22
403,31,22
403,83,22
403,158,22
403,188,22
403,190,22
1415,0,4
1415,1,4
1415,2,4
1415,15,4
1415,18,4
1415,19,4
1415,21,4
1415,22,4
1415,38,4
1415,40,4
1415,43,4
1415,44,4
1415,55,4
1415,63,4
1415,72,4
1415,76,4
1415,77,4
1415,78,4
1415,80,4
1415,81,4
1415,92,4
1415,102,4
1415,105,4
1415,108,4
1415,110,4
1415,111,4
1415,130,4
1415,131,4
1415,132,4
1415,134,4
1415,147,4
1415,153,4
1415,156,4
1415,161,4
1415,165,4
1415,169,4
1415,170,4
1415,172,4
1415,211,4
1415,214,4
1415,219,4
1415,228,4
20,176,10
21,3,24
21,179,24
21,226,24
900,76,10
413,83,20
413,88,20
