path_id,link_id,number_of_slices
1124,4,12
407,14,20
407,30,20
407,46,20
407,58,20
8,41,16
1837,11,22
1837,50,22
1837,60,22
1837,61,22
1116,20,12
1116,21,12
463,42,20
64,9,8
1052,38,16
399,17,24
399,18,24
0,2,18
1,1,16
1,26,16
1,27,16
1,28,16
944,0,20
393,16,10
393,17,10
393,18,10
393,21,10
1054,24,24
2,20,8
387,5,12
387,29,12
387,38,12
1463,4,18
1463,13,18
1463,45,18
4,25,18
5,0,18
5,6,18
5,31,18
5,56,18
5,57,18
948,16,8
397,6,4
397,14,4
397,30,4
397,31,4
397,46,4
397,56,4
397,57,4
397,58,4
1457,4,22
1457,13,22
1457,45,22
6,19,14
7,17,20
7,18,20
9,6,20
9,7,20
9,31,20
9,32,20
9,36,20
9,37,20
9,39,20
9,56,20
9,57,20
952,38,22
1126,38,6
401,1,18
401,2,18
401,26,18
401,28,18
10,0,18
11,14,16
11,30,16
11,46,16
11,58,16
395,0,8
395,14,8
395,30,8
395,58,8
1471,2,22
1471,26,22
1471,27,22
12,8,24
13,7,20
13,9,20
956,54,4
405,42,20
1465,0,14
1465,30,14
1465,46,14
1465,49,14
1465,51,14
1465,58,14
1465,60,14
1465,61,14
14,17,14
15,18,10
15,19,10
1132,13,10
1132,54,10
16,26,16
17,1,12
17,2,12
17,27,12
17,28,12
896,16,16
1134,54,20
409,11,18
409,48,18
409,52,18
18,18,24
1922,5,14
1922,27,14
1922,28,14
1922,38,14
1922,47,14
1922,59,14
19,17,22
19,19,22
403,42,20
1415,20,4
1415,21,4
20,32,16
21,6,12
21,7,12
21,31,12
21,36,12
21,37,12
21,39,12
21,41,12
21,56,12
21,57,12
900,38,14
413,18,20
413,19,20
1409,2,18
1409,26,18
1409,27,18
22,22,10
23,15,22
23,34,22
23,35,22
23,40,22
23,42,22
23,43,22
23,44,22
23,55,22
1140,42,8
487,17,22
487,18,22
24,2,22
25,1,22
25,26,22
25,27,22
25,28,22
904,54,22
1142,45,24
481,16,18
481,19,18
481,21,18
26,20,22
1024,21,22
411,16,20
411,19,20
411,20,20
1423,6,12
1423,25,12
1423,30,12
1423,31,12
1423,40,12
1423,46,12
1423,49,12
1423,51,12
1423,56,12
1423,57,12
1423,58,12
1423,60,12
28,25,16
29,6,6
29,14,6
29,30,6
29,31,6
29,46,6
29,56,6
29,57,6
29,58,6
908,42,6
485,0,4
485,6,4
485,31,4
485,56,4
485,57,4
1417,0,24
1417,6,24
1417,25,24
1417,31,24
30,19,12
31,17,14
31,18,14
431,42,20
32,41,18
33,0,4
33,7,4
33,25,4
33,32,4
33,36,4
33,37,4
33,39,4
848,38,16
1086,49,22
1086,51,22
425,0,10
425,6,10
425,31,10
425,56,10
425,57,10
728,44,22
34,0,10
35,14,4
35,30,4
35,46,4
35,58,4
1367,61,20
36,8,4
1735,6,8
1735,7,8
1735,31,8
1735,32,8
1735,36,8
1735,39,8
1735,56,8
1735,57,8
37,7,6
37,9,6
852,54,8
429,1,4
429,2,4
429,26,4
429,28,4
732,42,8
1728,25,22
1728,39,22
1361,4,20
1361,13,20
1361,45,20
38,17,16
39,18,4
39,19,4
1028,38,14
439,16,18
439,17,18
439,18,18
439,20,18
40,26,10
41,1,4
41,2,4
41,27,4
41,28,4
856,42,24
1030,24,16
433,42,6
42,4,12
43,13,6
43,24,6
43,45,6
1754,25,12
1754,39,12
427,17,12
427,18,12
1375,5,20
1375,29,20
1375,38,20
44,18,10
1743,15,16
1743,35,16
1743,40,16
1743,42,16
1743,43,16
1743,55,16
45,17,24
45,19,24
860,45,8
437,11,6
437,48,6
437,52,6
1736,8,8
1736,32,8
1736,39,8
1369,61,6
46,32,6
47,6,8
47,7,8
47,31,8
47,36,8
47,37,8
47,39,8
47,41,8
47,56,8
47,57,8
1036,42,24
447,5,14
447,13,14
447,24,14
447,29,14
447,45,14
49,15,20
49,34,20
49,35,20
49,40,20
49,42,20
49,43,20
49,44,20
49,55,20
928,24,20
1038,42,4
441,18,6
441,19,6
50,2,4
51,1,24
51,26,24
51,27,24
51,28,24
435,14,16
435,30,16
435,46,16
435,58,16
1447,2,22
1447,26,22
1447,27,22
52,20,14
1751,42,16
1751,55,16
1751,61,16
53,16,12
53,19,12
53,21,12
932,44,16
445,5,10
445,29,10
445,38,10
1441,6,10
1441,25,10
1441,30,10
1441,31,10
1441,42,10
1441,46,10
1441,49,10
1441,51,10
