path_id,link_id,number_of_slices
1124,9,24
1124,10,24
1124,11,24
1124,32,24
1124,52,24
1124,53,24
407,4,20
407,14,20
407,15,20
407,16,20
407,17,20
407,18,20
407,19,20
407,20,20
8,35,8
1116,8,20
1116,22,20
1116,23,20
1116,24,20
1116,36,20
1116,45,20
463,4,22
463,17,22
463,18,22
463,54,22
64,14,22
1052,9,12
1052,10,12
1052,11,12
1052,52,12
399,13,20
399,29,20
399,39,20
0,58,22
944,12,18
944,13,18
944,42,18
1054,22,8
1054,24,8
1054,36,8
1054,45,8
393,1,24
393,41,24
2,37,10
3,9,16
3,10,16
3,11,16
3,31,16
3,51,16
387,1,24
387,12,24
387,13,24
387,28,24
387,41,24
387,54,24
4,30,18
5,12,22
5,29,22
5,35,22
5,38,22
5,39,22
5,40,22
5,42,22
5,57,22
5,58,22
948,5,24
948,12,24
948,13,24
948,28,24
948,42,24
948,54,24
397,27,12
397,47,12
397,59,12
6,50,20
9,12,12
9,29,12
9,30,12
9,38,12
9,39,12
9,40,12
9,42,12
9,57,12
9,58,12
952,1,16
952,12,16
952,27,16
401,3,8
401,5,8
401,6,8
401,7,8
401,45,8
395,1,4
395,41,4
12,57,20
13,12,24
13,29,24
13,30,24
13,35,24
13,38,24
13,39,24
13,40,24
13,42,24
13,58,24
956,5,20
956,12,20
956,13,20
956,28,20
956,42,20
956,54,20
14,38,20
15,1,4
15,12,4
15,29,4
15,30,4
15,35,4
15,39,4
15,40,4
15,57,4
15,58,4
1132,1,8
1132,32,8
1132,37,8
1132,51,8
1132,52,8
1132,53,8
415,41,20
415,42,20
16,40,22
17,12,20
17,29,20
17,30,20
17,35,20
17,38,20
17,39,20
17,42,20
17,57,20
17,58,20
896,30,12
896,35,12
896,38,12
896,40,12
1134,1,16
1134,25,16
1134,32,16
1134,33,16
1134,34,16
1134,52,16
1134,53,16
409,12,12
409,13,12
409,28,12
409,41,12
409,42,12
409,54,12
18,58,8
403,0,8
403,2,8
403,21,8
403,22,8
403,24,8
403,31,8
403,36,8
403,37,8
403,42,8
403,45,8
403,51,8
20,13,14
21,27,20
900,2,6
900,22,6
900,45,6
413,5,8
413,17,8
413,18,8
413,54,8
22,13,8
23,27,22
487,1,16
487,41,16
24,35,18
25,12,16
25,29,16
25,30,16
25,38,16
25,39,16
25,40,16
25,42,16
25,57,16
25,58,16
904,8,12
904,23,12
904,25,12
904,33,12
904,34,12
904,43,12
1142,2,16
1142,8,16
1142,22,16
1142,23,16
1142,24,16
1142,36,16
1142,45,16
481,32,4
481,52,4
481,53,4
26,11,14
27,9,6
27,10,6
27,31,6
27,37,6
27,51,6
1024,4,6
1024,14,6
1024,15,6
1024,16,6
1024,30,6
1024,35,6
1024,38,6
1024,40,6
1024,47,6
1024,54,6
1024,57,6
1024,58,6
1024,59,6
411,32,22
411,52,22
411,53,22
28,57,20
29,1,14
29,12,14
29,29,14
29,30,14
29,35,14
29,38,14
29,39,14
29,40,14
29,58,14
908,12,4
908,13,4
908,41,4
908,42,4
485,4,6
485,17,6
485,18,6
485,54,6
30,38,4
31,12,22
31,29,22
31,30,22
31,35,22
31,39,22
31,40,22
31,42,22
31,57,22
31,58,22
1084,12,10
1084,13,10
1084,14,10
1084,15,10
1084,16,10
1084,17,10
1084,18,10
1084,19,10
1084,20,10
431,3,10
431,7,10
431,24,10
431,36,10
431,45,10
32,10,6
33,9,18
33,11,18
33,31,18
33,37,18
33,51,18
848,6,14
848,7,14
1086,1,8
1086,14,8
1086,15,8
1086,16,8
1086,17,8
1086,18,8
1086,19,8
1086,20,8
1086,30,8
1086,35,8
1086,38,8
1086,40,8
1086,47,8
1086,57,8
1086,58,8
1086,59,8
425,3,6
425,4,6
425,6,6
425,7,6
425,45,6
728,25,24
728,33,24
