path_id,link_id,number_of_slices
407,58,14
407,80,14
407,108,14
407,112,14
8,18,8
8,19,8
8,20,8
8,28,8
8,51,8
8,53,8
8,75,8
8,80,8
8,100,8
463,4,8
463,5,8
463,13,8
463,18,8
463,19,8
463,20,8
463,28,8
463,48,8
463,49,8
463,51,8
463,53,8
463,64,8
463,97,8
463,99,8
463,101,8
64,18,22
64,19,22
64,20,22
64,28,22
64,51,22
64,53,22
64,101,22
64,103,22
399,26,16
399,27,16
399,66,16
399,80,16
399,106,16
399,109,16
399,113,16
0,18,18
0,19,18
0,20,18
0,28,18
0,51,18
0,53,18
0,75,18
0,80,18
0,100,18
393,58,18
393,66,18
393,108,18
393,112,18
2,18,6
2,19,6
2,20,6
2,28,6
2,51,6
2,53,6
2,75,6
2,80,6
2,100,6
387,58,22
387,66,22
387,108,22
387,112,22
4,18,4
4,19,4
4,20,4
4,28,4
4,51,4
4,53,4
4,75,4
4,80,4
4,100,4
397,26,20
397,27,20
397,66,20
397,80,20
397,106,20
397,109,20
397,113,20
6,18,22
6,19,22
6,20,22
6,28,22
6,51,22
6,53,22
6,75,22
6,80,22
6,100,22
401,58,6
401,80,6
401,108,6
401,112,6
10,18,8
10,19,8
10,20,8
10,28,8
10,51,8
10,53,8
10,75,8
10,80,8
10,100,8
395,58,24
395,66,24
395,108,24
395,112,24
12,18,22
12,19,22
12,20,22
12,28,22
12,51,22
12,53,22
12,75,22
12,80,22
12,100,22
405,58,8
405,59,8
405,66,8
405,77,8
405,108,8
405,112,8
14,18,20
14,19,20
14,20,20
14,28,20
14,51,20
14,53,20
14,75,20
14,80,20
14,100,20
415,79,8
16,18,20
16,19,20
16,20,20
16,28,20
16,51,20
16,53,20
16,75,20
16,80,20
16,100,20
409,26,14
409,27,14
409,59,14
409,77,14
409,106,14
409,107,14
409,109,14
409,113,14
18,18,22
18,19,22
18,20,22
18,28,22
18,51,22
18,53,22
18,75,22
18,80,22
18,100,22
403,58,18
403,59,18
403,66,18
403,77,18
403,108,18
403,112,18
20,18,10
20,19,10
20,20,10
20,28,10
20,51,10
20,53,10
20,75,10
20,80,10
20,100,10
413,79,8
22,18,24
22,19,24
22,20,24
22,28,24
22,51,24
22,53,24
22,75,24
22,80,24
22,100,24
487,32,6
487,36,6
487,40,6
487,73,6
487,76,6
487,83,6
487,87,6
