path_id,link_id,number_of_slices
8,3,14
463,0,14
463,8,14
463,9,14
64,3,8
0,24,18
1,24,14
393,18,18
393,19,18
2,24,12
3,24,16
387,20,24
387,23,24
387,28,24
4,24,6
5,24,16
397,20,18
397,23,18
397,28,18
6,24,16
7,24,10
9,3,18
401,18,6
401,19,6
10,14,24
11,3,16
12,14,22
13,3,22
405,8,4
405,9,4
405,10,4
14,3,18
15,3,16
415,17,18
415,18,18
415,25,18
16,3,24
17,3,6
409,14,4
409,15,4
409,26,4
18,3,4
19,3,8
403,0,14
403,8,14
403,9,14
20,3,20
21,3,12
413,2,20
413,20,20
413,23,20
413,24,20
22,3,20
23,3,8
24,3,20
25,3,10
481,7,12
481,9,12
481,10,12
481,25,12
481,27,12
26,3,6
27,3,18
411,0,20
411,8,20
411,9,20
28,3,12
29,3,6
30,3,18
31,3,24
431,0,10
431,8,10
431,9,10
32,3,6
33,3,6
425,2,14
425,20,14
425,23,14
425,24,14
34,3,4
35,3,10
419,20,8
419,23,8
419,28,8
36,3,4
37,3,18
38,3,4
39,3,12
40,3,10
433,8,14
433,9,14
433,10,14
42,3,24
43,19,6
43,25,6
427,18,22
427,19,22
44,3,4
45,8,18
437,20,4
437,23,4
437,28,4
47,3,4
447,18,4
447,19,4
48,19,22
48,25,22
49,8,16
441,18,12
441,19,12
50,3,12
51,8,10
53,3,20
445,8,8
445,9,8
445,10,8
54,19,14
54,25,14
55,8,6
391,17,6
391,18,6
391,25,6
56,3,18
57,8,18
385,18,8
385,19,8
59,3,8
443,1,22
443,14,22
443,15,22
443,23,22
60,19,18
60,25,18
61,8,8
62,3,8
63,8,22
65,19,12
65,25,12
66,8,8
67,3,16
451,0,4
451,8,4
451,9,4
68,8,12
69,12,20
69,20,20
70,3,24
71,19,16
71,25,16
72,8,22
73,3,18
465,17,22
465,18,22
465,25,22
74,12,18
74,20,18
75,3,24
76,19,12
76,25,12
77,10,8
469,0,20
469,8,20
469,18,20
469,27,20
78,12,16
78,20,16
79,10,4
80,19,22
80,25,22
81,10,6
473,0,8
473,8,8
473,9,8
82,12,14
82,20,14
83,2,24
83,24,24
467,9,4
467,10,4
467,11,4
467,12,4
467,25,4
467,27,4
84,10,12
85,2,4
86,19,22
86,25,22
87,10,24
88,2,18
89,2,14
89,24,14
90,10,20
91,2,16
475,0,20
475,8,20
475,18,20
475,27,20
92,19,8
92,25,8
93,10,8
94,2,6
95,2,22
95,24,22
96,10,16
97,2,10
489,7,16
489,9,16
489,10,16
489,25,16
489,27,16
98,19,12
98,25,12
99,2,12
483,0,14
483,8,14
483,14,14
483,17,14
483,18,14
483,27,14
100,2,4
100,24,4
101,18,4
101,25,4
493,0,20
493,8,20
493,14,20
493,17,20
493,18,20
493,27,20
102,2,20
103,19,6
103,25,6
503,0,10
503,8,10
503,14,10
503,17,10
503,18,10
503,27,10
104,14,14
104,17,14
105,2,20
106,23,4
107,2,8
107,24,8
108,20,14
108,23,14
109,21,12
109,26,12
501,0,18
501,8,18
501,9,18
110,18,12
110,25,12
111,2,20
112,19,18
112,25,18
113,14,4
113,17,4
114,23,12
115,2,8
499,6,10
499,8,10
499,9,10
499,10,10
499,11,10
116,23,20
117,2,6
117,24,6
118,20,10
118,23,10
119,21,10
119,26,10
455,8,20
455,9,20
455,10,20
120,18,24
120,25,24
121,2,4
449,20,22
449,23,22
449,28,22
122,19,8
122,25,8
123,14,18
123,17,18
124,23,14
125,2,18
126,2,14
126,24,14
127,20,14
127,23,14
128,21,6
128,26,6
314,25,10
314,27,10
129,18,12
129,25,12
130,2,18
260,19,8
260,25,8
131,19,12
131,25,12
132,14,14
132,17,14
318,19,8
318,25,8
133,10,12
133,11,12
134,2,12
312,15,6
312,26,6
135,2,14
135,24,14
136,20,24
136,23,24
258,20,20
258,23,20
137,21,12
137,26,12
138,2,12
139,19,16
139,25,16
140,14,10
140,17,10
262,14,4
262,17,4
262,22,4
141,10,6
141,11,6
142,2,24
256,25,22
256,27,22
143,2,18
143,24,18
144,20,24
144,23,24
266,2,6
266,24,6
145,21,6
145,26,6
146,2,14
147,19,20
147,25,20
148,14,24
148,17,24
270,15,16
270,26,16
149,10,24
149,11,24
150,2,12
264,25,14
264,27,14
151,2,4
151,24,4
152,20,20
152,23,20
274,6,20
274,10,20
274,11,20
153,21,6
153,26,6
154,2,10
284,6,20
284,10,20
284,11,20
155,19,6
155,25,6
156,10,6
156,11,6
278,12,24
278,20,24
278,23,24
157,2,12
158,2,22
158,24,22
272,2,18
272,24,18
159,20,20
159,23,20
160,21,20
160,26,20
161,17,6
161,22,6
162,2,6
292,20,8
292,23,8
163,19,22
163,25,22
164,10,24
164,11,24
165,15,4
165,26,4
166,17,4
166,22,4
167,2,22
168,2,12
168,24,12
290,20,18
290,23,18
290,28,18
169,20,8
169,23,8
170,21,8
170,26,8
300,2,20
300,24,20
172,17,22
172,22,22
294,14,8
294,17,8
294,22,8
173,2,10
174,19,22
174,25,22
288,25,16
288,27,16
175,10,24
175,11,24
176,15,10
176,26,10
298,15,16
298,26,16
177,17,10
177,22,10
178,2,8
308,25,18
308,27,18
179,20,6
179,23,6
179,24,6
180,2,24
180,24,24
302,19,4
302,25,4
181,20,24
181,23,24
182,21,10
182,26,10
296,19,6
296,25,6
184,17,20
184,22,20
306,15,18
306,26,18
185,19,8
185,25,8
186,15,8
186,26,8
316,2,12
316,24,12
187,7,16
187,10,16
188,25,6
188,27,6
189,2,12
189,24,12
190,20,10
190,23,10
304,20,12
304,23,12
304,28,12
191,21,10
191,26,10
193,17,10
193,22,10
194,6,4
194,11,4
324,19,6
324,25,6
195,19,22
195,25,22
196,20,8
196,23,8
196,24,8
197,15,4
197,26,4
198,7,6
198,10,6
376,18,10
376,19,10
199,6,18
199,11,18
200,25,16
200,27,16
201,2,16
201,24,16
202,20,14
202,23,14
332,8,18
332,9,18
203,21,14
203,26,14
326,0,6
326,8,6
326,9,6
205,17,12
205,22,12
206,6,10
206,11,10
320,25,6
320,27,6
207,19,4
207,25,4
208,15,24
208,26,24
330,19,18
330,25,18
209,7,4
209,10,4
210,7,8
210,14,8
211,25,4
211,27,4
212,20,6
212,23,6
212,24,6
334,2,18
334,24,18
214,20,4
214,23,4
215,21,6
215,26,6
338,8,8
338,9,8
217,17,20
217,22,20
218,6,12
218,11,12
348,8,4
348,9,4
348,10,4
219,19,12
219,25,12
220,15,20
220,26,20
342,18,22
342,19,22
221,7,24
221,10,24
222,6,12
222,11,12
225,20,22
225,23,22
226,21,4
226,26,4
227,14,10
227,17,10
227,22,10
229,7,14
229,10,14
230,6,4
230,11,4
280,0,14
280,8,14
280,9,14
232,20,6
232,23,6
232,24,6
354,9,8
354,10,8
354,11,8
354,12,8
233,10,22
233,11,22
233,12,22
234,15,6
234,26,6
364,20,12
364,23,12
364,28,12
235,17,12
235,22,12
236,7,10
236,14,10
358,8,24
358,9,24
358,10,24
238,12,24
238,20,24
238,23,24
240,20,22
240,23,22
241,21,6
241,26,6
372,9,18
372,10,18
372,11,18
372,12,18
244,14,20
244,17,20
244,22,20
366,0,6
366,8,6
366,9,6
245,6,18
245,10,18
245,11,18
246,15,10
246,26,10
370,8,16
370,9,16
370,10,16
249,20,16
249,23,16
250,10,16
250,11,16
250,12,16
380,8,8
380,9,8
380,10,8
374,20,16
374,23,16
374,28,16
253,12,6
253,20,6
253,23,6
254,14,18
254,17,18
254,22,18
368,9,12
368,10,12
255,15,4
255,26,4
261,7,8
261,10,8
261,14,8
263,15,4
263,26,4
267,20,4
267,23,4
273,20,6
273,23,6
275,14,18
275,17,18
275,22,18
279,15,22
279,26,22
287,15,8
287,26,8
293,7,14
293,10,14
293,14,14
297,0,16
297,8,16
297,9,16
305,6,18
305,10,18
305,11,18
307,0,10
307,8,10
307,9,10
313,1,12
313,7,12
313,15,12
319,0,12
319,8,12
319,9,12
323,1,8
323,7,8
323,15,8
325,20,6
325,23,6
325,28,6
331,1,12
331,7,12
331,15,12
337,0,12
337,8,12
337,9,12
341,1,10
341,7,10
341,15,10
344,8,22
344,9,22
345,0,22
345,8,22
345,9,22
349,18,12
349,19,12
350,8,8
350,9,8
371,18,6
371,19,6
383,9,8
383,10,8
434,18,4
434,19,4
