path_id,link_id,number_of_slices
407,4,12
407,32,12
8,23,8
463,0,10
463,1,10
463,26,10
64,6,6
399,1,8
399,11,8
399,15,8
399,23,8
399,27,8
399,33,8
0,39,16
1,2,22
1,3,22
1,4,22
1,34,22
1,35,22
1,36,22
1,37,22
1,38,22
1,40,22
1,41,22
393,0,8
393,1,8
393,16,8
393,17,8
393,26,8
2,2,10
3,1,16
3,3,16
3,32,16
3,33,16
387,0,22
387,1,22
387,26,22
4,6,6
5,7,4
5,8,4
6,18,16
395,2,22
395,3,22
395,4,22
395,34,22
395,35,22
395,36,22
395,37,22
395,40,22
395,41,22
12,5,16
13,7,24
13,28,24
13,31,24
405,18,16
405,22,16
405,30,16
14,39,24
15,2,6
15,3,6
15,4,6
15,34,6
15,35,6
15,36,6
15,37,6
15,38,6
15,40,6
15,41,6
16,2,12
17,1,24
17,3,24
17,32,24
17,33,24
409,0,4
409,1,4
409,26,4
18,6,14
19,7,14
19,8,14
20,18,14
413,5,24
413,9,24
413,11,24
413,21,24
413,28,24
22,23,20
26,5,16
27,7,18
27,28,18
27,31,18
411,7,8
411,10,8
411,11,8
411,21,8
411,31,8
28,39,16
485,5,6
485,7,6
485,31,6
30,2,8
31,1,10
31,3,10
31,32,10
31,33,10
431,2,10
431,3,10
431,4,10
431,34,10
431,35,10
431,36,10
431,37,10
431,40,10
431,41,10
32,6,14
33,7,16
33,8,16
728,5,12
728,6,12
425,5,20
425,10,20
425,11,20
425,21,20
425,28,20
34,18,14
36,23,14
732,34,8
732,35,8
439,8,12
439,28,12
439,31,12
40,5,16
41,7,20
41,28,20
41,31,20
433,1,10
433,11,10
433,15,10
433,23,10
433,27,10
433,33,10
42,30,8
43,16,22
43,17,22
427,7,20
427,9,20
427,11,20
427,21,20
427,31,20
44,39,24
45,2,6
45,3,6
45,4,6
45,34,6
45,35,6
45,36,6
45,37,6
45,38,6
45,40,6
45,41,6
437,1,14
437,32,14
437,33,14
46,2,6
47,1,20
47,3,20
47,32,20
47,33,20
447,0,20
447,1,20
447,26,20
48,6,8
49,7,18
49,8,18
50,18,8
52,23,16
56,5,24
57,7,4
57,28,4
57,31,4
385,4,4
385,32,4
58,30,18
59,16,12
59,17,12
60,2,12
61,1,14
61,3,14
61,32,14
61,33,14
389,7,6
389,9,6
389,11,6
389,21,6
389,31,6
63,0,24
63,26,24
63,29,24
65,7,14
65,8,14
66,32,22
67,4,16
67,21,16
67,28,16
451,5,8
451,9,8
451,11,8
451,21,8
451,28,8
68,16,10
69,17,16
69,30,16
70,17,12
71,16,4
71,30,4
72,5,18
73,7,24
73,28,24
73,31,24
465,7,22
465,10,22
465,11,22
465,21,22
465,31,22
74,30,12
75,16,12
75,17,12
76,2,22
77,1,12
77,3,12
77,32,12
77,33,12
79,0,16
79,26,16
79,29,16
479,8,24
479,28,24
479,31,24
80,6,20
81,7,20
81,8,20
473,1,12
473,11,12
473,15,12
473,23,12
473,27,12
473,33,12
82,3,18
84,32,16
85,4,4
85,21,4
85,28,4
477,1,20
477,32,20
477,33,20
86,16,8
87,17,6
87,30,6
88,17,18
89,16,20
89,30,20
90,5,24
91,7,24
91,28,24
91,31,24
92,30,16
93,16,16
93,17,16
94,2,6
95,1,8
95,3,8
95,32,8
95,33,8
495,7,20
495,9,20
495,21,20
495,31,20
97,0,18
97,26,18
97,29,18
489,0,18
489,1,18
489,26,18
98,6,20
99,7,14
99,8,14
100,3,6
102,32,6
103,4,10
103,21,10
103,28,10
503,5,12
503,7,12
503,31,12
104,16,4
105,17,14
105,30,14
106,17,24
107,16,8
107,30,8
491,7,4
491,9,4
491,11,4
491,21,4
491,31,4
108,5,6
110,30,6
111,16,12
111,17,12
511,1,14
511,32,14
511,33,14
112,2,22
113,1,24
113,3,24
113,32,24
113,33,24
115,0,12
115,26,12
115,29,12
499,15,12
499,16,12
116,6,12
117,7,16
117,8,16
118,3,20
119,1,4
119,2,4
119,32,4
119,33,4
455,5,14
455,9,14
455,21,14
455,28,14
120,32,22
121,4,10
121,21,10
121,28,10
122,16,18
123,17,4
123,30,4
124,17,12
125,16,18
125,30,18
128,15,24
314,29,24
314,30,24
129,16,24
129,18,24
129,22,24
130,5,22
260,38,4
132,30,10
133,16,24
133,17,24
134,29,6
312,35,10
135,0,4
135,1,4
135,26,4
136,1,20
258,41,4
137,0,14
137,26,14
137,29,14
138,41,6
268,35,6
139,2,12
139,3,12
139,4,12
139,34,12
139,35,12
139,36,12
139,37,12
139,38,12
139,39,12
139,40,12
140,38,24
141,2,16
141,3,16
141,4,16
141,34,16
141,35,16
141,36,16
141,37,16
141,39,16
141,40,16
141,41,16
142,3,6
256,29,24
143,1,18
143,2,18
143,32,18
143,33,18
144,16,6
266,34,10
145,17,16
145,30,16
146,37,18
276,37,14
148,36,16
270,29,18
149,2,8
149,3,8
149,4,8
149,34,8
149,35,8
149,37,8
149,38,8
149,39,8
149,40,8
149,41,8
264,22,22
152,15,6
274,38,12
153,16,22
153,18,22
153,22,22
154,5,6
284,29,10
156,8,8
278,22,10
157,6,18
157,7,18
158,30,12
272,41,6
159,16,16
159,17,16
160,29,24
161,0,18
161,1,18
161,26,18
162,1,10
292,34,14
163,0,18
163,26,18
163,29,18
164,41,24
165,2,18
165,3,18
165,4,18
165,34,18
165,35,18
165,36,18
165,37,18
165,38,18
165,39,18
165,40,18
166,38,14
167,2,20
167,3,20
167,4,20
167,34,20
167,35,20
167,36,20
167,37,20
167,39,20
167,40,20
167,41,20
168,16,8
290,29,20
169,17,12
169,30,12
170,37,20
300,35,8
171,2,18
171,3,18
171,4,18
171,34,18
171,35,18
171,36,18
171,38,18
171,39,18
171,40,18
171,41,18
172,36,16
294,35,24
173,2,20
173,3,20
173,4,20
173,34,20
173,35,20
173,37,20
173,38,20
173,39,20
173,40,20
173,41,20
288,35,6
176,15,22
298,34,20
177,16,24
177,18,24
177,22,24
178,5,8
308,21,24
308,28,24
180,8,16
302,29,22
181,6,22
181,7,22
182,30,4
296,29,24
183,16,16
183,17,16
777,7,12
777,21,12
777,31,12
184,29,10
306,35,14
185,0,10
185,1,10
185,26,10
186,1,16
316,1,16
316,33,16
187,0,8
187,26,8
187,29,8
188,41,6
310,29,4
189,2,24
189,3,24
189,4,24
189,34,24
189,35,24
189,36,24
189,37,24
189,38,24
189,39,24
189,40,24
190,38,6
304,34,20
192,16,4
378,0,10
193,17,24
193,30,24
194,37,24
324,29,22
195,2,14
195,3,14
195,4,14
195,34,14
195,35,14
195,36,14
195,38,14
195,39,14
195,40,14
195,41,14
196,36,18
382,10,16
382,11,16
197,2,4
197,3,4
197,4,4
197,34,4
197,35,4
197,37,4
197,38,4
197,39,4
197,40,4
197,41,4
376,10,4
200,15,20
322,21,6
322,28,6
201,16,16
201,18,16
201,22,16
202,5,20
332,40,20
204,8,12
326,35,20
205,6,12
205,7,12
206,30,20
320,15,4
320,17,4
207,16,14
207,17,14
208,29,16
330,29,18
209,0,12
209,1,12
209,26,12
210,1,10
549,15,6
549,16,6
340,15,18
340,17,18
211,0,20
211,26,20
211,29,20
212,41,14
334,29,24
334,30,24
213,2,6
213,3,6
213,4,6
213,34,6
213,35,6
213,36,6
213,37,6
213,38,6
213,39,6
213,40,6
214,38,20
328,21,14
328,28,14
215,2,8
215,3,8
215,4,8
215,34,8
215,35,8
215,36,8
215,37,8
215,39,8
215,40,8
215,41,8
216,16,8
217,17,18
217,30,18
218,37,8
557,15,16
557,16,16
348,21,6
348,28,6
219,2,24
219,3,24
219,4,24
219,34,24
219,35,24
219,36,24
219,38,24
219,39,24
219,40,24
219,41,24
220,36,16
342,21,4
342,28,4
221,2,6
221,3,6
221,4,6
221,34,6
221,35,6
221,37,6
221,38,6
221,39,6
221,40,6
221,41,6
222,5,6
545,8,10
545,28,10
545,31,10
336,1,14
336,33,14
223,7,4
223,28,4
223,31,4
224,8,18
282,35,18
225,6,12
225,7,12
226,30,6
356,40,14
227,16,4
227,17,4
228,29,24
286,34,4
229,0,24
229,1,24
