path_id,link_id,number_of_slices
407,3,12
407,4,12
407,11,12
407,29,12
407,30,12
407,37,12
407,39,12
407,43,12
407,69,12
407,70,12
407,82,12
407,85,12
407,86,12
407,95,12
8,13,16
463,8,8
463,67,8
463,68,8
463,70,8
463,71,8
463,83,8
463,101,8
463,102,8
463,105,8
64,15,10
64,21,10
64,26,10
64,27,10
64,38,10
1052,43,6
399,18,10
399,44,10
399,45,10
399,50,10
399,73,10
0,13,16
1,9,18
1,96,18
1,97,18
1,98,18
944,89,10
393,48,14
393,49,14
393,81,14
2,13,18
3,9,12
3,96,12
3,97,12
3,98,12
387,23,18
387,49,18
387,81,18
4,13,20
5,9,4
5,96,4
5,97,4
5,98,4
948,65,20
397,48,18
397,49,18
397,81,18
6,13,6
7,9,8
7,96,8
7,97,8
7,98,8
9,9,20
9,96,20
9,97,20
9,98,20
952,65,8
10,13,4
11,9,4
11,96,4
11,97,4
11,98,4
395,48,14
395,49,14
395,81,14
12,9,14
13,13,8
13,96,8
13,97,8
13,98,8
956,65,22
405,3,16
405,4,16
405,11,16
405,29,16
405,30,16
405,37,16
405,39,16
405,43,16
405,69,16
405,70,16
405,82,16
405,85,16
405,86,16
405,95,16
14,9,22
15,13,14
15,96,14
15,97,14
15,98,14
415,5,8
415,30,8
415,37,8
415,57,8
415,58,8
415,85,8
415,86,8
16,9,16
17,13,10
17,96,10
17,97,10
17,98,10
896,89,16
409,3,8
409,4,8
409,12,8
409,29,8
409,30,8
409,37,8
409,39,8
409,42,8
409,43,8
409,69,8
409,70,8
409,79,8
409,84,8
409,85,8
409,86,8
409,97,8
409,100,8
18,40,22
19,4,4
19,14,4
19,41,4
19,70,4
20,40,4
21,4,24
21,14,24
21,41,24
21,70,24
900,89,12
413,3,18
413,4,18
413,11,18
413,29,18
413,30,18
413,37,18
413,39,18
413,43,18
413,69,18
413,70,18
413,82,18
413,85,18
413,86,18
413,95,18
22,40,6
487,17,8
487,24,8
487,49,8
487,71,8
487,72,8
487,80,8
487,87,8
487,89,8
487,102,8
487,104,8
487,105,8
24,40,10
25,4,16
25,14,16
25,41,16
25,70,16
904,89,14
481,17,24
481,24,24
481,49,24
481,71,24
481,72,24
481,80,24
481,87,24
481,89,24
481,102,24
481,104,24
481,105,24
26,40,16
27,4,16
27,14,16
27,41,16
27,70,16
1024,93,24
411,3,24
411,4,24
411,12,24
411,29,24
411,30,24
411,37,24
411,39,24
411,42,24
411,43,24
411,69,24
411,70,24
411,79,24
411,84,24
411,85,24
411,86,24
411,97,24
411,100,24
28,40,18
29,4,4
29,14,4
29,41,4
29,70,4
908,89,16
485,17,8
485,24,8
485,49,8
485,71,8
485,72,8
485,80,8
485,87,8
485,89,8
485,102,8
485,104,8
485,105,8
30,14,4
31,4,18
31,40,18
31,41,18
31,70,18
431,5,20
431,30,20
431,37,20
431,39,20
431,57,20
431,85,20
431,86,20
32,14,8
33,4,24
33,40,24
33,41,24
33,70,24
848,22,12
848,35,12
848,36,12
848,61,12
425,5,24
425,30,24
425,37,24
425,39,24
425,57,24
425,85,24
425,86,24
728,2,20
728,10,20
728,14,20
728,46,20
34,14,18
35,4,12
35,40,12
35,41,12
35,70,12
419,5,22
419,30,22
419,37,22
419,57,22
419,58,22
419,85,22
419,86,22
36,14,16
37,4,4
37,40,4
37,41,4
37,70,4
852,62,6
429,5,10
429,30,10
429,37,10
429,39,10
429,57,10
429,85,10
429,86,10
732,2,16
732,10,16
732,14,16
732,46,16
38,14,16
39,4,8
39,40,8
39,41,8
39,70,8
1028,100,10
439,22,22
439,35,22
439,36,22
439,39,22
439,61,22
439,86,22
40,14,12
41,4,6
41,40,6
41,41,6
41,70,6
856,62,10
1030,67,24
433,22,8
433,35,8
433,36,8
433,39,8
433,61,8
433,86,8
42,19,4
427,5,14
427,30,14
427,37,14
427,39,14
427,57,14
427,85,14
427,86,14
44,19,16
45,6,16
45,16,16
45,57,16
45,59,16
45,60,16
45,92,16
860,64,20
437,22,12
437,35,12
437,36,12
437,39,12
437,61,12
437,86,12
46,19,14
1036,100,14
447,5,18
447,30,18
447,37,18
447,57,18
447,58,18
447,85,18
48,19,18
49,6,8
49,16,8
49,57,8
49,59,8
49,60,8
49,92,8
928,89,4
1038,60,22
441,22,18
441,35,18
441,36,18
441,39,18
441,61,18
441,86,18
50,19,6
51,6,24
51,16,24
51,57,24
51,59,24
51,60,24
51,92,24
435,22,16
435,35,16
435,36,16
435,39,16
435,61,16
435,86,16
52,19,8
53,6,18
53,16,18
53,57,18
53,59,18
53,60,18
53,92,18
932,89,14
445,5,24
445,30,24
445,37,24
445,57,24
445,58,24
445,85,24
54,15,12
54,21,12
54,26,12
54,27,12
54,38,12
1044,42,16
391,23,10
391,49,10
391,81,10
56,15,20
56,21,20
56,26,20
56,27,20
56,38,20
936,89,16
1046,69,12
385,6,10
385,35,10
385,36,10
385,39,10
385,58,10
385,61,10
385,62,10
385,86,10
58,15,6
58,21,6
58,26,6
58,27,6
58,38,6
443,22,10
443,35,10
443,36,10
443,39,10
443,61,10
443,86,10
60,15,24
60,21,24
60,26,24
60,27,24
60,38,24
940,89,8
389,23,22
389,49,22
389,81,22
62,15,10
62,21,10
62,26,10
62,27,10
62,38,10
1008,91,12
457,8,6
457,67,6
457,68,6
457,70,6
457,71,6
457,83,6
457,101,6
457,102,6
457,105,6
66,15,14
66,21,14
66,26,14
66,27,14
66,38,14
67,4,10
67,11,10
67,19,10
67,20,10
67,43,10
67,66,10
67,69,10
67,70,10
451,8,14
451,67,14
451,68,14
451,70,14
451,71,14
451,83,14
451,101,14
451,102,14
451,105,14
68,15,20
68,21,20
68,26,20
68,27,20
68,38,20
69,4,16
69,11,16
69,19,16
69,20,16
69,43,16
69,66,16
69,69,16
69,70,16
1012,91,12
461,8,22
461,67,22
461,68,22
461,70,22
461,71,22
461,83,22
461,101,22
461,102,22
461,105,22
70,15,16
70,21,16
70,26,16
70,27,16
70,38,16
71,4,18
71,11,18
71,19,18
71,20,18
71,43,18
71,66,18
71,69,18
71,70,18
471,21,20
471,26,20
471,29,20
471,52,20
471,82,20
471,95,20
72,15,22
72,27,22
72,38,22
73,4,12
73,11,12
73,19,12
73,20,12
73,21,12
73,26,12
73,43,12
73,66,12
73,69,12
73,70,12
1016,96,24
465,8,16
465,67,16
465,68,16
465,70,16
465,71,16
465,83,16
465,101,16
465,102,16
465,105,16
74,15,24
74,27,24
74,38,24
75,4,14
75,11,14
75,19,14
75,20,14
75,21,14
75,26,14
75,43,14
75,66,14
75,69,14
75,70,14
459,8,12
459,67,12
459,68,12
459,70,12
459,71,12
459,83,12
459,101,12
459,102,12
459,105,12
76,15,24
76,27,24
76,38,24
77,4,12
77,11,12
77,19,12
77,20,12
77,21,12
77,26,12
77,43,12
77,66,12
77,69,12
77,70,12
1020,96,14
