path_id,link_id,number_of_slices
8,16,22
0,8,8
944,22,22
944,46,22
1,3,20
1,4,20
1,7,20
1,12,20
1,13,20
1,14,20
1,15,20
1,16,20
2,2,18
401,3,8
401,4,8
401,7,8
401,12,8
401,13,8
401,14,8
401,15,8
401,16,8
10,8,20
11,3,12
11,4,12
11,7,12
11,12,12
11,13,12
11,14,12
11,15,12
11,16,12
395,14,14
395,15,14
395,17,14
395,19,14
395,20,14
395,21,14
395,22,14
395,25,14
395,27,14
395,28,14
395,30,14
12,2,14
956,24,6
956,43,6
956,44,6
14,36,16
15,6,22
15,10,22
15,11,22
15,16,22
15,33,22
896,24,24
896,43,24
896,44,24
409,5,18
409,7,18
409,17,18
409,18,18
409,19,18
409,26,18
409,28,18
409,30,18
409,31,18
409,32,18
409,37,18
409,48,18
18,33,16
19,6,12
19,10,12
19,11,12
19,16,12
19,36,12
403,14,20
403,15,20
403,17,20
403,19,20
403,20,20
403,21,20
403,22,20
403,25,20
403,27,20
403,28,20
403,30,20
20,16,24
900,22,8
900,46,8
21,6,16
21,10,16
21,11,16
21,33,16
21,36,16
22,8,8
23,5,4
23,7,4
23,17,4
23,18,4
23,19,4
23,26,4
23,28,4
23,30,4
23,31,4
23,32,4
23,37,4
23,48,4
24,2,20
904,14,14
904,15,14
26,36,18
27,6,24
27,10,24
27,11,24
27,16,24
27,33,24
411,14,14
411,15,14
411,17,14
411,19,14
411,20,14
411,21,14
411,22,14
411,25,14
411,27,14
411,28,14
411,30,14
908,22,20
908,46,20
1026,3,4
1026,13,4
485,17,4
485,19,4
485,20,4
485,21,4
485,22,4
485,25,4
485,27,4
485,28,4
485,30,4
485,46,4
30,33,20
31,6,22
31,10,22
31,11,22
31,16,22
31,36,22
32,16,8
848,22,10
848,46,10
33,6,12
33,10,12
33,11,12
33,33,12
33,36,12
728,5,12
728,37,12
425,3,24
425,4,24
425,7,24
425,12,24
425,13,24
425,14,24
425,15,24
425,16,24
34,8,16
35,3,4
35,4,4
35,7,4
35,12,4
35,13,4
35,14,4
35,15,4
35,16,4
419,14,14
419,15,14
419,17,14
419,19,14
419,20,14
419,21,14
419,22,14
419,25,14
419,27,14
419,28,14
419,30,14
36,2,22
732,4,14
732,12,14
38,36,10
39,6,16
39,10,16
39,11,16
39,16,16
39,33,16
856,4,20
856,12,20
856,49,20
1030,3,8
1030,13,8
433,5,8
433,7,8
433,17,8
433,18,8
433,19,8
433,26,8
433,28,8
433,30,8
433,31,8
433,32,8
433,37,8
433,48,8
42,33,6
43,6,14
43,10,14
43,11,14
43,16,14
43,36,14
44,16,16
860,24,18
860,43,18
860,44,18
45,6,12
45,10,12
45,11,12
